end,month,start,value
21,12-14h,20,183
22,12-14h,21,184
23,12-14h,22,184
24,12-14h,23,183
25,12-14h,24,183
26,12-14h,25,184
27,12-14h,26,184
28,12-14h,27,183
29,12-14h,28,183
30,12-14h,29,184
1,14-16h,0,184
2,14-16h,1,183
3,14-16h,2,183
4,14-16h,3,184
5,14-16h,4,184
6,14-16h,5,183
7,14-16h,6,183
8,14-16h,7,184
9,14-16h,8,184
10,14-16h,9,183
11,14-16h,10,184
12,14-16h,11,183
13,14-16h,12,184
14,14-16h,13,184
15,14-16h,14,182
16,14-16h,15,184
17,14-16h,16,185
18,14-16h,17,182
19,14-16h,18,183
20,14-16h,19,185
21,14-16h,20,182
22,14-16h,21,184
23,14-16h,22,184
24,14-16h,23,97
25,14-16h,24,0
26,14-16h,25,2
27,14-16h,26,1
28,14-16h,27,0
29,14-16h,28,1
30,14-16h,29,1
1,16-18h,0,1
2,16-18h,1,1
3,16-18h,2,0
4,16-18h,3,1
5,16-18h,4,2
6,16-18h,5,0
7,16-18h,6,0
8,16-18h,7,1
9,16-18h,8,2
10,16-18h,9,0
11,16-18h,10,1
12,16-18h,11,0
13,16-18h,12,2
14,16-18h,13,1
15,16-18h,14,0
16,16-18h,15,1
17,16-18h,16,2
18,16-18h,17,0
19,16-18h,18,0
20,16-18h,19,2
21,16-18h,20,1
22,16-18h,21,0
23,16-18h,22,1
24,16-18h,23,1
25,16-18h,24,0
26,16-18h,25,2
27,16-18h,26,0
28,16-18h,27,1
29,16-18h,28,1
30,16-18h,29,1
1,18-20h,0,0
2,18-20h,1,2
3,18-20h,2,0
4,18-20h,3,1
5,18-20h,4,1
6,18-20h,5,1
7,18-20h,6,0
8,18-20h,7,2
9,18-20h,8,1
10,18-20h,9,0
11,18-20h,10,1
12,18-20h,11,0
13,18-20h,12,2
14,18-20h,13,1
15,18-20h,14,0
16,18-20h,15,0
17,18-20h,16,3
18,18-20h,17,0
19,18-20h,18,0
20,18-20h,19,1
21,18-20h,20,2
22,18-20h,21,0
23,18-20h,22,1
24,18-20h,23,0
25,18-20h,24,2
26,18-20h,25,1
27,18-20h,26,0
28,18-20h,27,1
29,18-20h,28,1
30,18-20h,29,1
1,20-22h,0,0
2,20-22h,1,2
3,20-22h,2,0
4,20-22h,3,1
5,20-22h,4,1
6,20-22h,5,1
7,20-22h,6,0
8,20-22h,7,2
9,20-22h,8,0
10,20-22h,9,1
11,20-22h,10,1
12,20-22h,11,0
13,20-22h,12,1
14,20-22h,13,2
15,20-22h,14,0
16,20-22h,15,0
17,20-22h,16,3
18,20-22h,17,0
19,20-22h,18,0
20,20-22h,19,1
21,20-22h,20,2
22,20-22h,21,0
23,20-22h,22,1
24,20-22h,23,0
25,20-22h,24,2
26,20-22h,25,1
27,20-22h,26,0
28,20-22h,27,0
29,20-22h,28,2
30,20-22h,29,1
1,22-24h,0,0
2,22-24h,1,1
3,22-24h,2,1
4,22-24h,3,1
5,22-24h,4,1
6,22-24h,5,0
7,22-24h,6,1
8,22-24h,7,2
9,22-24h,8,0
10,22-24h,9,1
11,22-24h,10,1
12,22-24h,11,1
13,22-24h,12,0
14,22-24h,13,2
15,22-24h,14,0
16,22-24h,15,0
17,22-24h,16,2
18,22-24h,17,1
19,22-24h,18,0
20,22-24h,19,1
21,22-24h,20,1
22,22-24h,21,1
23,22-24h,22,1
24,22-24h,23,0
25,22-24h,24,1
26,22-24h,25,2
27,22-24h,26,0
28,22-24h,27,0
29,22-24h,28,3
30,22-24h,29,0
