end,month,start,value
9,20-22h,8,3
10,20-22h,9,3
11,20-22h,10,0
12,20-22h,11,16
13,20-22h,12,19
14,20-22h,13,11
15,20-22h,14,0
16,20-22h,15,8
17,20-22h,16,24
18,20-22h,17,4
19,20-22h,18,0
20,20-22h,19,12
21,20-22h,20,16
22,20-22h,21,2
23,20-22h,22,8
24,20-22h,23,7
25,20-22h,24,2
26,20-22h,25,0
27,20-22h,26,18
28,20-22h,27,10
29,20-22h,28,8
30,20-22h,29,1
1,22-24h,0,19
2,22-24h,1,10
3,22-24h,2,0
4,22-24h,3,11
5,22-24h,4,5
6,22-24h,5,4
7,22-24h,6,8
8,22-24h,7,34
9,22-24h,8,6
10,22-24h,9,0
11,22-24h,10,12
12,22-24h,11,1
13,22-24h,12,2
14,22-24h,13,2
15,22-24h,14,21
16,22-24h,15,2
17,22-24h,16,0
18,22-24h,17,2
19,22-24h,18,13
20,22-24h,19,2
21,22-24h,20,0
22,22-24h,21,0
23,22-24h,22,2
24,22-24h,23,0
25,22-24h,24,0
26,22-24h,25,8
27,22-24h,26,10
28,22-24h,27,0
29,22-24h,28,0
30,22-24h,29,0
