time,clientIp,clientMac,serverIp,sPort,dPort,application
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:51,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:52,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:19:53,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:02,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:24,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:24,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:24,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:27,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:27,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:27,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:27,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:27,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:28,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:28,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:28,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:28,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:30,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:32,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:32,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:32,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:35,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,Mozilla/5.0 (Linux; Android 6.0; HUAWEI NXT-CL00 Build/HUAWEINXT-CL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.105 Mobile Safari/537.36
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:36,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:38,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:38,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:38,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:38,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:20:38,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:09,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:09,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:09,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:09,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:15,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:17,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:17,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:18,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:18,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:18,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:19,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:20,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:21,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:22,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:23,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:23,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:23,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:25,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
14:21:26,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 TheWorld 6
14:21:49,219.230.110.121,001c54ff0812,117.135.173.47,53718,80,QQClient
